chr,start,end,arm,gc,map,filtered.bases
chr11,110000001,111000000,11q,0.396671,0.969635887354153,0
chr11,111000001,112000000,11q,0.416485,0.987046585812417,841
chr11,112000001,113000000,11q,0.422425,0.981641276293931,0
chr11,113000001,114000000,11q,0.445727,0.979705049553336,0
chr11,114000001,115000000,11q,0.414186,0.968997416103157,0
chr11,115000001,116000000,11q,0.42164,0.983687834715032,0
chr11,116000001,117000000,11q,0.449992,0.983502477070936,0
chr11,117000001,118000000,11q,0.486604,0.980817598827842,0
chr11,118000001,119000000,11q,0.466363,0.97581680817066,0
chr11,119000001,120000000,11q,0.491593,0.990395873690424,0
chr11,120000001,121000000,11q,0.452685,0.992700514462149,0
chr11,121000001,122000000,11q,0.409919,0.96840574501726,0
chr11,122000001,123000000,11q,0.419689,0.978940298962515,0
chr11,123000001,124000000,11q,0.419524,0.985331009493969,0
chr11,124000001,125000000,11q,0.407291,0.970508947457555,0
chr11,125000001,126000000,11q,0.440375,0.972465300823549,0
chr11,126000001,127000000,11q,0.467253,0.990655398547942,0
chr11,127000001,128000000,11q,0.384237,0.97084462444839,0
chr11,128000001,129000000,11q,0.420322,0.987778861072184,0
chr11,129000001,130000000,11q,0.41993,0.959159879746533,221
chr11,130000001,131000000,11q,0.436911,0.973682598091747,0
chr11,131000001,132000000,11q,0.431807,0.983477388937256,0
chr11,132000001,133000000,11q,0.417811,0.980879673170699,0
chr11,133000001,134000000,11q,0.444036,0.968729009879465,0
chr12,1000001,2000000,12p,0.427195,0.978411097221851,0
chr12,2000001,3000000,12p,0.469074,0.97551428252094,0
chr12,3000001,4000000,12p,0.47481,0.974946569338265,0
chr12,4000001,5000000,12p,0.427842,0.976039016709849,0
chr12,5000001,6000000,12p,0.439434,0.976293486050194,0
chr12,6000001,7000000,12p,0.490576,0.973205571707556,0
chr12,7000001,8000000,12p,0.409259,0.952242550612727,0
chr12,8000001,9000000,12p,0.434699,0.851774502438427,0
chr12,9000001,10000000,12p,0.404929,0.884862238184752,0
chr12,10000001,11000000,12p,0.376997,0.957561607292284,0
chr12,11000001,12000000,12p,0.394827,0.945141483305792,0
chr12,12000001,13000000,12p,0.423326,0.970823913956495,0
chr12,13000001,14000000,12p,0.421972,0.978980694556221,389
chr12,14000001,15000000,12p,0.397665,0.978422134295846,0
chr12,15000001,16000000,12p,0.374947,0.987407915235392,0
chr12,16000001,17000000,12p,0.372517,0.981368263739343,0
chr12,17000001,18000000,12p,0.354938,0.950229517101194,0
chr12,18000001,19000000,12p,0.358917,0.969028199004958,213
chr12,19000001,20000000,12p,0.392993,0.979495196405402,159
chr12,20000001,21000000,12p,0.367428,0.973810190942365,165
chr12,21000001,22000000,12p,0.365577,0.951714325270538,0
chr12,22000001,23000000,12p,0.374876,0.964510540359478,0
chr12,23000001,24000000,12p,0.366097,0.96859992416643,0
chr12,24000001,25000000,12p,0.369281,0.989859040819272,0
chr12,25000001,26000000,12p,0.391205,0.968635862644676,0
chr12,26000001,27000000,12p,0.392663,0.981836085215815,0
chr12,27000001,28000000,12p,0.396627,0.966335695703875,139
chr12,28000001,29000000,12p,0.36967,0.967130928271406,0
chr12,29000001,30000000,12p,0.384491,0.964858981269916,0
chr12,30000001,31000000,12p,0.393675,0.961991591794241,60
chr12,31000001,32000000,12p,0.434478,0.917196758936364,0
chr12,32000001,33000000,12p,0.4141,0.977817414539555,0
chr12,33000001,34000000,12p,0.374868,0.953111015572478,0
chr12,38000001,39000000,12q,0.377341,0.94216680716223,386350
chr12,39000001,40000000,12q,0.36965,0.95098185026856,0
chr12,40000001,41000000,12q,0.366704,0.963287201721323,0
chr12,41000001,42000000,12q,0.361032,0.975406126285347,0
chr12,42000001,43000000,12q,0.394612,0.949247362324209,39
chr12,43000001,44000000,12q,0.375135,0.966964715824217,0
chr12,44000001,45000000,12q,0.374012,0.964548524692434,0
chr12,45000001,46000000,12q,0.382202,0.956208190642629,0
chr12,46000001,47000000,12q,0.385254,0.974091383579902,0
chr12,47000001,48000000,12q,0.394166,0.956980366791685,0
chr12,48000001,49000000,12q,0.437567,0.959463428084953,114
chr12,49000001,50000000,12q,0.471504,0.977083339174879,0
chr12,50000001,51000000,12q,0.457729,0.981200763331851,0
chr12,51000001,52000000,12q,0.434664,0.968277115916015,0
chr12,52000001,53000000,12q,0.482362,0.978258452057154,0
chr12,53000001,54000000,12q,0.483657,0.980706639385636,0
chr12,54000001,55000000,12q,0.470304,0.965719889690417,0
chr12,55000001,56000000,12q,0.380719,0.898364517052782,22
chr12,56000001,57000000,12q,0.471425,0.97611812471081,56
chr12,57000001,58000000,12q,0.472893,0.969641471876893,113
chr12,58000001,59000000,12q,0.41841,0.951982812490296,20
chr12,59000001,60000000,12q,0.368935,0.965890489176465,0
chr12,60000001,61000000,12q,0.350675,0.975034790687029,36
chr12,61000001,62000000,12q,0.356149,0.935305319609335,0
chr12,62000001,63000000,12q,0.365955,0.979165035931312,0
chr12,63000001,64000000,12q,0.393946,0.946819164005588,0
chr12,64000001,65000000,12q,0.400046,0.926381374729726,0
chr12,65000001,66000000,12q,0.396097,0.974980409426159,0
chr12,66000001,67000000,12q,0.397156,0.966764490430354,0
chr12,67000001,68000000,12q,0.386334,0.985209280184209,135
chr12,68000001,69000000,12q,0.398726,0.97079243500761,0
chr12,69000001,70000000,12q,0.40249,0.978502308090034,72
chr12,70000001,71000000,12q,0.389608,0.950363104054022,64
chr12,71000001,72000000,12q,0.375593,0.969607399929194,0
chr12,72000001,73000000,12q,0.371752,0.977246388719257,0
chr12,73000001,74000000,12q,0.355953,0.946261491255168,0
chr12,74000001,75000000,12q,0.351648,0.966468574897136,0
chr12,75000001,76000000,12q,0.35354,0.974595919431641,512
chr12,76000001,77000000,12q,0.392909,0.979845045639861,0
chr12,77000001,78000000,12q,0.382682,0.974238776503964,0
chr12,78000001,79000000,12q,0.356114,0.970843887536933,0
chr12,79000001,80000000,12q,0.36156,0.973441099349889,0
chr12,80000001,81000000,12q,0.367945,0.946136098221396,119
chr12,81000001,82000000,12q,0.352805,0.978105763584673,0
chr12,82000001,83000000,12q,0.357325,0.970352639299223,0
chr12,83000001,84000000,12q,0.370251,0.966853228234443,0
chr12,84000001,85000000,12q,0.349262,0.964181677015743,37
chr12,85000001,86000000,12q,0.344058,0.979961876359891,64
chr12,86000001,87000000,12q,0.350089,0.97427056122436,0
chr12,87000001,88000000,12q,0.347466,0.946085412413006,0
chr12,88000001,89000000,12q,0.360603,0.962570329970608,0
chr12,89000001,90000000,12q,0.3801,0.973325857136671,0
chr12,90000001,91000000,12q,0.365254,0.979234636083741,0
chr12,91000001,92000000,12q,0.354943,0.984966517845516,37
chr12,92000001,93000000,12q,0.385026,0.980335024871951,0
chr12,93000001,94000000,12q,0.406268,0.972591386254056,0
chr12,94000001,95000000,12q,0.414001,0.981022177662074,336
chr12,95000001,96000000,12q,0.416012,0.982004865976863,0
chr12,96000001,97000000,12q,0.411969,0.963952177476214,0
chr12,97000001,98000000,12q,0.382299,0.973288490308772,0
chr12,98000001,99000000,12q,0.400037,0.960100768017212,0
chr12,99000001,100000000,12q,0.384014,0.981929029491411,0
chr12,100000001,101000000,12q,0.391003,0.978679675094877,0
chr12,101000001,102000000,12q,0.397228,0.961287319867536,0
chr12,102000001,103000000,12q,0.392489,0.977673488969857,129
chr12,103000001,104000000,12q,0.391747,0.967037018825613,0
chr12,104000001,105000000,12q,0.430129,0.972979638895987,110
chr12,105000001,106000000,12q,0.414229,0.96986185042496,0
chr12,106000001,107000000,12q,0.420493,0.963377769421869,0
chr12,107000001,108000000,12q,0.421881,0.985101164101196,0
chr12,108000001,109000000,12q,0.446329,0.984862603226862,0
chr12,109000001,110000000,12q,0.436746,0.986179183874405,0
chr12,110000001,111000000,12q,0.464052,0.985477694098332,0
chr12,111000001,112000000,12q,0.473012,0.985823175788312,0
chr12,112000001,113000000,12q,0.441901,0.973417725242428,0
chr12,113000001,114000000,12q,0.474052,0.985883858499972,110
chr12,114000001,115000000,12q,0.459377,0.990319739701989,0
chr12,115000001,116000000,12q,0.43336,0.987271229479816,0
chr12,116000001,117000000,12q,0.42406,0.994262918145849,0
chr12,117000001,118000000,12q,0.464922,0.990841072348641,0
chr12,118000001,119000000,12q,0.436197,0.981537834668018,57
chr12,119000001,120000000,12q,0.432369,0.978595393787685,0
chr12,120000001,121000000,12q,0.46309,0.981896104184039,0
chr12,121000001,122000000,12q,0.469966,0.982707877952734,0
chr12,122000001,123000000,12q,0.459913,0.975821702376417,0
chr12,123000001,124000000,12q,0.474507,0.971417825543125,0
chr12,124000001,125000000,12q,0.487671,0.98653079045595,0
chr12,125000001,126000000,12q,0.48953,0.9864635753761,1747
chr12,126000001,127000000,12q,0.411081,0.979295126120101,0
chr12,127000001,128000000,12q,0.409305,0.984667806226637,658
chr12,128000001,129000000,12q,0.42562,0.981079266388585,0
chr12,129000001,130000000,12q,0.445904,0.968924547990613,566
chr12,130000001,131000000,12q,0.451072,0.982355784964795,0
chr12,131000001,132000000,12q,0.49063,0.953633245796315,100
chr12,132000001,133000000,12q,0.476465,0.954115033643033,490
chr13,19000001,20000000,13q,0.406762,0.74043561828374,0
chr13,20000001,21000000,13q,0.422788,0.934829567018708,0
chr13,21000001,22000000,13q,0.425318,0.97542441969616,0
chr13,22000001,23000000,13q,0.407982,0.973108321345839,0
chr13,23000001,24000000,13q,0.396432,0.964020058056084,2801
chr13,24000001,25000000,13q,0.425907,0.967360955093138,76
chr13,25000001,26000000,13q,0.419928,0.945824927987694,254
chr13,26000001,27000000,13q,0.408637,0.981799511804368,0
chr13,27000001,28000000,13q,0.434601,0.985822915060469,0
chr13,28000001,29000000,13q,0.420137,0.991047597402004,0
chr13,29000001,30000000,13q,0.409649,0.975116932331594,0
chr13,30000001,31000000,13q,0.427984,0.972299213084312,262
chr13,31000001,32000000,13q,0.430027,0.97477752091612,0
chr13,32000001,33000000,13q,0.391118,0.980871257937541,0
chr13,33000001,34000000,13q,0.399481,0.984388466187333,0
chr13,34000001,35000000,13q,0.384507,0.980929543321166,0
chr13,35000001,36000000,13q,0.368226,0.967372038311756,49
chr13,36000001,37000000,13q,0.390823,0.980916851729973,0
chr13,37000001,38000000,13q,0.388843,0.972635071521248,0
chr13,38000001,39000000,13q,0.356752,0.966507176563364,0
chr13,39000001,40000000,13q,0.378193,0.986395070957887,0
chr13,40000001,41000000,13q,0.399388,0.97524783682133,0
chr13,41000001,42000000,13q,0.409508,0.957388257995679,20
chr13,42000001,43000000,13q,0.390539,0.963558651088984,0
chr13,43000001,44000000,13q,0.401753,0.969138293966362,0
chr13,44000001,45000000,13q,0.401015,0.975937878837606,0
chr13,45000001,46000000,13q,0.418468,0.982721424441608,0
chr13,46000001,47000000,13q,0.40912,0.9698464689388,0
chr13,47000001,48000000,13q,0.386632,0.96427210901006,53
chr13,48000001,49000000,13q,0.393703,0.955568566804494,0
chr13,49000001,50000000,13q,0.394372,0.968066259330048,0
chr13,50000001,51000000,13q,0.408823,0.972855748002233,0
chr13,51000001,52000000,13q,0.404172,0.969348957377778,0
chr13,52000001,53000000,13q,0.415553,0.900923983015013,0
chr13,53000001,54000000,13q,0.410209,0.930413064618561,0
chr13,54000001,55000000,13q,0.358942,0.975282294652705,66
chr13,55000001,56000000,13q,0.350885,0.981303033869158,0
chr13,56000001,57000000,13q,0.342733,0.977663801130732,0
chr13,57000001,58000000,13q,0.343198,0.946959110797691,0
chr13,58000001,59000000,13q,0.344673,0.982710121765806,0
chr13,59000001,60000000,13q,0.366662,0.976935529821651,0
chr13,60000001,61000000,13q,0.375853,0.975024448589426,0
chr13,61000001,62000000,13q,0.368954,0.966113688943566,0
chr13,62000001,63000000,13q,0.345913,0.988649206250417,0
chr13,63000001,64000000,13q,0.337282,0.986635960039207,0
chr13,64000001,65000000,13q,0.346023,0.945007072570624,0
chr13,65000001,66000000,13q,0.342821,0.991027792456503,0
chr13,66000001,67000000,13q,0.348995,0.970864202709565,0
chr13,67000001,68000000,13q,0.348046,0.982457184384063,0
chr13,68000001,69000000,13q,0.347101,0.970281995975116,180
chr13,69000001,70000000,13q,0.334872,0.991234762349587,0
chr13,70000001,71000000,13q,0.34478,0.973740989632115,0
chr13,71000001,72000000,13q,0.344392,0.988352654401697,0
chr13,72000001,73000000,13q,0.352664,0.981366756170762,0
chr13,73000001,74000000,13q,0.384025,0.984111356333327,0
chr13,74000001,75000000,13q,0.381592,0.978899297480342,46
chr13,75000001,76000000,13q,0.376691,0.966107471422355,0
chr13,76000001,77000000,13q,0.37473,0.976235848309235,0
chr13,77000001,78000000,13q,0.37994,0.975866667552814,129
chr13,78000001,79000000,13q,0.372592,0.972304161184598,0
chr13,79000001,80000000,13q,0.376989,0.969743643040461,0
chr13,80000001,81000000,13q,0.384537,0.967098818282123,0
chr13,81000001,82000000,13q,0.356242,0.974027866821181,0
chr13,82000001,83000000,13q,0.345532,0.964546268716417,314
chr13,83000001,84000000,13q,0.340001,0.984946556207131,0
chr13,84000001,85000000,13q,0.348297,0.98420580981891,0
chr13,85000001,86000000,13q,0.348082,0.982282385598013,111
chr13,86000001,87000000,13q,0.292825,0.975821072680634,0
chr13,87000001,88000000,13q,0.34422,0.974458951242474,0
chr13,88000001,89000000,13q,0.3454,0.978946533246622,0
chr13,89000001,90000000,13q,0.341882,0.976808031525617,0
chr13,90000001,91000000,13q,0.348941,0.991851336441776,0
chr13,91000001,92000000,13q,0.364477,0.978844895653784,0
chr13,92000001,93000000,13q,0.36102,0.976707582767398,0
chr13,93000001,94000000,13q,0.361566,0.968207940827195,0
chr13,94000001,95000000,13q,0.368912,0.978365231335215,34
chr13,95000001,96000000,13q,0.410857,0.979333038228506,93
chr13,96000001,97000000,13q,0.395246,0.965894535483082,0
chr13,97000001,98000000,13q,0.389515,0.982219098837448,0
chr13,98000001,99000000,13q,0.415806,0.967114262151455,0
chr13,99000001,100000000,13q,0.436549,0.986065586169113,0
chr13,100000001,101000000,13q,0.428266,0.978343381032605,0
chr13,101000001,102000000,13q,0.410523,0.972373232505199,0
chr13,102000001,103000000,13q,0.369777,0.981154803841521,111
chr13,103000001,104000000,13q,0.388983,0.988183929172359,0
chr13,104000001,105000000,13q,0.360041,0.977404682623525,83
chr13,105000001,106000000,13q,0.359371,0.984362454955333,0
chr13,106000001,107000000,13q,0.376445,0.975730628562695,0
chr13,107000001,108000000,13q,0.395851,0.981171962223846,0
chr13,108000001,109000000,13q,0.372596,0.978378355921856,0
chr13,109000001,110000000,13q,0.3876,0.976779492895339,0
chr13,110000001,111000000,13q,0.426492,0.981006265603995,256
chr13,111000001,112000000,13q,0.458135,0.975348450755152,0
chr13,112000001,113000000,13q,0.408931,0.951696929269445,0
chr13,113000001,114000000,13q,0.489531,0.975205785498162,228
chr13,114000001,115000000,13q,0.418762,0.960959343804258,576
chr14,19000001,20000000,14q,0.411391,0.43303325504702,57396
chr14,20000001,21000000,14q,0.391122,0.808614711283673,0
chr14,21000001,22000000,14q,0.434586,0.968295908551617,0
chr14,22000001,23000000,14q,0.394507,0.974290340942497,66
chr14,23000001,24000000,14q,0.465927,0.969753773201278,138
chr14,24000001,25000000,14q,0.463543,0.932593315390754,0
chr14,25000001,26000000,14q,0.391153,0.963232736311945,0
chr14,26000001,27000000,14q,0.366474,0.962057299841647,0
chr14,27000001,28000000,14q,0.348758,0.963454637725586,0
chr14,28000001,29000000,14q,0.349006,0.936225841919483,0
chr14,29000001,30000000,14q,0.357292,0.974618473208143,0
chr14,30000001,31000000,14q,0.375355,0.969898579861266,0
chr14,31000001,32000000,14q,0.393878,0.974566589515267,0
chr14,32000001,33000000,14q,0.390758,0.96013077357757,1021
chr14,33000001,34000000,14q,0.377191,0.982230298175072,0
chr14,34000001,35000000,14q,0.411969,0.970554407676162,0
chr14,35000001,36000000,14q,0.422309,0.96811301174289,0
chr14,36000001,37000000,14q,0.385656,0.961810862881546,0
chr14,37000001,38000000,14q,0.38097,0.965923811811406,0
chr14,38000001,39000000,14q,0.377016,0.966851328847438,0
chr14,39000001,40000000,14q,0.388323,0.950929880681701,0
chr14,40000001,41000000,14q,0.362091,0.943679513946036,350
chr14,41000001,42000000,14q,0.345295,0.961692970132664,0
chr14,42000001,43000000,14q,0.347024,0.967420216733427,0
chr14,43000001,44000000,14q,0.341403,0.950220025954446,50
chr14,44000001,45000000,14q,0.354696,0.963691724314966,0
chr14,45000001,46000000,14q,0.381807,0.949886267674941,126
chr14,46000001,47000000,14q,0.355613,0.940907295510143,0
chr14,47000001,48000000,14q,0.348675,0.971387521668311,0
chr14,48000001,49000000,14q,0.356117,0.951624892707868,0
chr14,49000001,50000000,14q,0.37462,0.967404352406822,66
chr14,50000001,51000000,14q,0.41436,0.978264076181828,0
chr14,51000001,52000000,14q,0.40426,0.976321026291845,0
chr14,52000001,53000000,14q,0.400849,0.95915642452115,0
chr14,53000001,54000000,14q,0.393854,0.970484840619194,154
chr14,54000001,55000000,14q,0.397059,0.972353440932819,0
chr14,55000001,56000000,14q,0.418368,0.97959814594727,55
chr14,56000001,57000000,14q,0.402222,0.966653823353645,140
chr14,57000001,58000000,14q,0.395791,0.965203715527364,0
chr14,58000001,59000000,14q,0.39417,0.966388196076221,0
chr14,59000001,60000000,14q,0.399536,0.976453632772865,0
chr14,60000001,61000000,14q,0.382383,0.961194035110299,0
chr14,61000001,62000000,14q,0.40307,0.964405945120967,113
chr14,62000001,63000000,14q,0.390215,0.973045937847391,0
chr14,63000001,64000000,14q,0.381909,0.963204877165636,0
chr14,64000001,65000000,14q,0.416301,0.98596330983974,0
chr14,65000001,66000000,14q,0.445766,0.981038900531266,0
chr14,66000001,67000000,14q,0.402806,0.965795419088951,0
chr14,67000001,68000000,14q,0.38607,0.966288419407153,0
chr14,68000001,69000000,14q,0.406484,0.97851308604195,0
chr14,69000001,70000000,14q,0.457741,0.990096481926596,0
chr14,70000001,71000000,14q,0.432951,0.972266992842557,0
chr14,71000001,72000000,14q,0.411788,0.969522860727278,0
chr14,72000001,73000000,14q,0.410905,0.966778374832052,98
chr14,73000001,74000000,14q,0.448918,0.983361316697622,0
chr14,74000001,75000000,14q,0.457159,0.973243961145659,0
chr14,75000001,76000000,14q,0.453083,0.986370788280761,0
chr14,76000001,77000000,14q,0.438956,0.991437141778431,0
chr14,77000001,78000000,14q,0.473513,0.980618159716088,0
chr14,78000001,79000000,14q,0.434618,0.987547451452911,0
chr14,79000001,80000000,14q,0.387596,0.97685122987617,0
chr14,80000001,81000000,14q,0.379528,0.964642749015692,0
chr14,81000001,82000000,14q,0.385671,0.977067009952658,0
chr14,82000001,83000000,14q,0.378252,0.975319639596894,0
chr14,83000001,84000000,14q,0.352836,0.989560999098582,0
chr14,84000001,85000000,14q,0.356713,0.983264430310582,0
chr14,85000001,86000000,14q,0.366491,0.989419239035497,0
chr14,86000001,87000000,14q,0.36522,0.953593716399836,0
chr14,87000001,88000000,14q,0.368638,0.967437877111107,0
chr14,88000001,89000000,14q,0.403388,0.975933329601425,544
chr14,89000001,90000000,14q,0.421293,0.986142602221,0
chr14,90000001,91000000,14q,0.434297,0.982109552205616,203
chr14,91000001,92000000,14q,0.454024,0.982963074821344,41
chr14,92000001,93000000,14q,0.430884,0.978802629724242,27
chr14,93000001,94000000,14q,0.456949,0.975787326639717,0
chr14,94000001,95000000,14q,0.450877,0.989794504057102,0
chr14,95000001,96000000,14q,0.465472,0.988836446817105,153
chr14,96000001,97000000,14q,0.446111,0.988200699073143,0
chr14,97000001,98000000,14q,0.431066,0.98970101516413,0
chr14,98000001,99000000,14q,0.413309,0.99137439116582,0
chr14,99000001,100000000,14q,0.454699,0.98941810764378,0
chr14,100000001,101000000,14q,0.48648,0.98968953046983,0
chr14,101000001,102000000,14q,0.486186,0.98679054341917,0
chr14,102000001,103000000,14q,0.471185,0.978775372630444,0
chr14,103000001,104000000,14q,0.484049,0.982801472484356,0
chr14,104000001,105000000,14q,0.508982,0.983525907531869,76
chr14,105000001,106000000,14q,0.569804,0.966162275669332,537
chr14,106000001,107000000,14q,0.469431,0.857784681784295,66
chr15,20000001,21000000,15q,0.407777,0.54462597551502,38990
chr15,21000001,22000000,15q,0.214279,0.474080352235392,635
chr15,22000001,23000000,15q,0.3792,0.702071900581344,0
chr15,23000001,24000000,15q,0.406217,0.683845360306581,0
chr15,24000001,25000000,15q,0.391897,0.875751398721186,316
chr15,25000001,26000000,15q,0.421652,0.983799013969642,0
chr15,26000001,27000000,15q,0.41951,0.988978980850668,0
chr15,27000001,28000000,15q,0.410556,0.98694905371571,305
chr15,28000001,29000000,15q,0.434967,0.666799275598958,644
chr15,29000001,30000000,15q,0.426192,0.939530787247532,0
chr15,30000001,31000000,15q,0.421546,0.634490808544099,0
chr15,31000001,32000000,15q,0.447939,0.921759441998045,0
chr15,32000001,33000000,15q,0.422835,0.705114944005848,0
chr15,33000001,34000000,15q,0.404717,0.984395167152382,0
chr15,34000001,35000000,15q,0.415389,0.926775846952682,44
chr15,35000001,36000000,15q,0.381869,0.974002063591063,89
chr15,36000001,37000000,15q,0.367745,0.976223967891119,0
chr15,37000001,38000000,15q,0.372686,0.957089526291773,0
chr15,38000001,39000000,15q,0.389452,0.983282946105321,0
chr15,39000001,40000000,15q,0.39662,0.96683085242834,0
chr15,40000001,41000000,15q,0.451282,0.980720456202297,0
chr15,41000001,42000000,15q,0.465196,0.980556026784322,0
chr15,42000001,43000000,15q,0.451518,0.987590994072975,0
chr15,43000001,44000000,15q,0.429397,0.91498579057034,0
chr15,44000001,45000000,15q,0.419047,0.957685325661331,0
chr15,45000001,46000000,15q,0.435523,0.929680976840243,0
chr15,46000001,47000000,15q,0.382118,0.967159902181264,1305
chr15,47000001,48000000,15q,0.372232,0.966569435301053,0
chr15,48000001,49000000,15q,0.394542,0.993703547959506,0
chr15,49000001,50000000,15q,0.376838,0.963018949960859,0
chr15,50000001,51000000,15q,0.396125,0.975514918813099,333
chr15,51000001,52000000,15q,0.410205,0.960680627710495,0
chr15,52000001,53000000,15q,0.415922,0.982655221187239,0
chr15,53000001,54000000,15q,0.394322,0.956419429356074,20
chr15,54000001,55000000,15q,0.366145,0.975926998780428,0
chr15,55000001,56000000,15q,0.395402,0.956090945167411,0
chr15,56000001,57000000,15q,0.382243,0.952259855624904,0
chr15,57000001,58000000,15q,0.403583,0.991711147794464,0
chr15,58000001,59000000,15q,0.410557,0.98090866065432,0
chr15,59000001,60000000,15q,0.415608,0.989025025588207,415
chr15,60000001,61000000,15q,0.40639,0.982549601064253,0
chr15,61000001,62000000,15q,0.410866,0.986796280281085,0
chr15,62000001,63000000,15q,0.410896,0.9723527077579,0
chr15,63000001,64000000,15q,0.432935,0.98612762028331,0
chr15,64000001,65000000,15q,0.430036,0.977963324403062,42
chr15,65000001,66000000,15q,0.464518,0.982102412913831,0
chr15,66000001,67000000,15q,0.457998,0.986485765220351,0
chr15,67000001,68000000,15q,0.433747,0.982710916304011,0
chr15,68000001,69000000,15q,0.446872,0.99077159586291,0
chr15,69000001,70000000,15q,0.441036,0.982481359850479,0
chr15,70000001,71000000,15q,0.466966,0.988448372351386,0
chr15,71000001,72000000,15q,0.413494,0.961764590765798,0
chr15,72000001,73000000,15q,0.421553,0.947370690968163,0
chr15,73000001,74000000,15q,0.421465,0.975167933073931,0
chr15,74000001,75000000,15q,0.499761,0.961606903954674,0
chr15,75000001,76000000,15q,0.493006,0.933780831392122,0
chr15,76000001,77000000,15q,0.418281,0.96389576361111,0
chr15,77000001,78000000,15q,0.428421,0.96819397803514,0
chr15,78000001,79000000,15q,0.482637,0.954468320434419,0
chr15,79000001,80000000,15q,0.450298,0.96144142449807,0
chr15,80000001,81000000,15q,0.432089,0.980230983140564,56
chr15,81000001,82000000,15q,0.422145,0.971945315542106,0
chr15,82000001,83000000,15q,0.416202,0.688874549897267,0
chr15,83000001,84000000,15q,0.435894,0.824616302041702,0
chr15,84000001,85000000,15q,0.410053,0.848919663946887,0
chr15,85000001,86000000,15q,0.431646,0.86744838651204,0
chr15,86000001,87000000,15q,0.417763,0.983596529334392,0
chr15,87000001,88000000,15q,0.383001,0.95675071187824,0
chr15,88000001,89000000,15q,0.43437,0.971117203099736,107
chr15,89000001,90000000,15q,0.464687,0.971567574603135,0
chr15,90000001,91000000,15q,0.468577,0.97368855928539,0
chr15,91000001,92000000,15q,0.441683,0.97869909266418,0
chr15,92000001,93000000,15q,0.429757,0.978552160821293,0
chr15,93000001,94000000,15q,0.443999,0.972094940512794,0
chr15,94000001,95000000,15q,0.391219,0.970508133775814,351
chr15,95000001,96000000,15q,0.385922,0.990963179754024,0
chr15,96000001,97000000,15q,0.395543,0.99404135910611,0
chr15,97000001,98000000,15q,0.383295,0.958444923199383,0
chr15,98000001,99000000,15q,0.406132,0.983733913599856,0
chr15,99000001,100000000,15q,0.437164,0.983145414628002,0
chr15,100000001,101000000,15q,0.429321,0.954985775713057,0
chr15,101000001,102000000,15q,0.458518,0.977350955942983,77
chr16,1000001,2000000,16p,0.577248,0.971507117101484,0
chr16,2000001,3000000,16p,0.550483,0.908571296132336,0
chr16,3000001,4000000,16p,0.493806,0.980681989906475,3996
chr16,4000001,5000000,16p,0.515886,0.988197312695905,0
chr16,5000001,6000000,16p,0.459891,0.956359782497603,60
chr16,6000001,7000000,16p,0.413297,0.99372004090719,83
chr16,7000001,8000000,16p,0.412698,0.992188149386339,0
chr16,8000001,9000000,16p,0.416962,0.980198685120568,0
chr16,9000001,10000000,16p,0.437523,0.972043859304877,0
chr16,10000001,11000000,16p,0.447299,0.983909519445984,0
chr16,11000001,12000000,16p,0.485139,0.989100704194862,0
chr16,12000001,13000000,16p,0.4632,0.965752915868351,79
chr16,13000001,14000000,16p,0.420605,0.984910337314368,229
chr16,14000001,15000000,16p,0.438096,0.841229080408562,0
chr16,15000001,16000000,16p,0.46588,0.741393615397327,0
chr16,16000001,17000000,16p,0.462204,0.66659509046874,0
chr16,17000001,18000000,16p,0.434984,0.985044252356928,0
chr16,18000001,19000000,16p,0.445281,0.60599974219931,0
chr16,19000001,20000000,16p,0.44939,0.987106528011279,0
chr16,20000001,21000000,16p,0.427427,0.932611545721048,0
chr16,21000001,22000000,16p,0.439574,0.727869601286767,0
chr16,22000001,23000000,16p,0.440546,0.869682194835688,0
chr16,23000001,24000000,16p,0.450867,0.987577543834581,409
chr16,24000001,25000000,16p,0.437688,0.989686837988056,71
chr16,25000001,26000000,16p,0.426437,0.98717470871885,0
chr16,26000001,27000000,16p,0.417011,0.985093546530073,0
chr16,27000001,28000000,16p,0.476889,0.99238978232586,0
chr16,28000001,29000000,16p,0.492375,0.766737268968736,67
chr16,29000001,30000000,16p,0.489846,0.700140130751251,185
chr16,30000001,31000000,16p,0.505961,0.881790065163772,0
chr16,31000001,32000000,16p,0.459846,0.92006918987236,0
chr16,32000001,33000000,16p,0.417479,0.486752991244905,105766
chr16,33000001,34000000,16p,0.423994,0.55051388120503,85636
chr16,34000001,35000000,16p,0.353477,0.931363220212736,130065
chr16,39000001,40000000,16q,0,0,0
chr16,40000001,41000000,16q,0,0,0
chr16,41000001,42000000,16q,0,0,0
chr16,42000001,43000000,16q,0,0,0
chr16,43000001,44000000,16q,0,0,0
chr16,44000001,45000000,16q,0,0,0
chr16,45000001,46000000,16q,0,0,0
chr16,46000001,47000000,16q,0.257154,0.886344419319351,73618
chr16,47000001,48000000,16q,0.398124,0.947745016469657,714
chr16,48000001,49000000,16q,0.435583,0.970347903177435,0
chr16,49000001,50000000,16q,0.470284,0.985458413465605,0
chr16,50000001,51000000,16q,0.45751,0.99128812000372,62
chr16,51000001,52000000,16q,0.418659,0.983049268905571,0
chr16,52000001,53000000,16q,0.395395,0.980931335237245,0
chr16,53000001,54000000,16q,0.400363,0.976199618443171,0
